CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,Service_Internet_Fiber optic,Service_Phone_Yes,Service_TV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,StreamingMovies_Yes,StreamingMusic_Yes,OnlineSecurity_Yes,TechSupport_Yes,TotalServices,MonthlyChargesPerService,TenurePerService
28cec6fe-472b-44ea-8576-6c386319a58d,-1.5597733270480334,-1.0859042739843567,-0.2695380769793725,-0.8792594357218378,No,False,True,True,False,False,False,False,True,False,False,False,False,False,2,-0.21739761978303157,-0.8844978302597174
41479798-6bb2-456f-8b32-841ff019e70d,-0.734231180727599,-1.3785473316711843,1.1508468277224002,-0.913491495806471,Yes,True,False,True,False,True,False,False,True,False,True,True,True,True,1,1.8954602567748962,-2.2431450505265014
0c5a410c-4705-4a19-87b2-3b382dd5e708,-0.18386974984730936,0.8650494439278268,0.18607567482945223,0.8334289493393677,No,True,True,False,False,False,False,False,True,False,False,False,True,True,1,0.3098977391997885,1.404861235266112
8befab18-cf03-422d-81b1-26bc39c74afd,-0.734231180727599,-1.6711903893580116,-1.516480976666683,-1.336768737350314,No,True,True,True,True,False,False,False,True,False,False,False,True,False,3,-0.826668596309076,-0.9074423303466376
eb1ef3f8-65d2-4533-8886-75d167a6779e,-1.6973636847681055,0.962597129823436,0.9691926065614196,1.6218144686556373,No,False,True,True,True,True,False,False,False,False,False,False,False,False,3,0.5350328644207886,0.5200383901809067
36856b88-5b74-4b25-b2d1-f4daa3bdc4b1,1.5360097216535955,1.2064663445624588,-1.4859315326016351,-0.5413761270903921,No,False,True,True,True,False,False,True,False,False,False,True,True,False,3,-0.8099330028310955,0.6522125309704941
a5b76018-e24c-4941-9e64-109a11f8a011,0.09131096559283544,-0.69571353040192,1.4044400623268796,-0.03970672308354187,No,False,True,True,False,False,False,True,False,False,False,False,True,True,2,1.1581601925361287,-0.5672798923647077
b0a3a98f-cfd3-4bfb-a42c-090a1f7468ef,0.36649168103298024,-0.06165357208046033,-0.9695473813085762,-0.6056583387693693,No,True,False,False,False,False,True,False,True,False,True,True,True,True,0,0.004089864910237158,-0.001677516835448379
8b049f4a-8b22-487f-9ac1-38b696b7158e,0.022515786732799237,-0.9883565880887474,-0.06226174144125497,-0.7722270526440375,No,True,True,True,True,False,False,False,True,False,True,False,True,False,3,-0.030018356233601932,-0.5373547361357928
8d27f50a-90f9-4f15-9d84-5aee300be78e,-0.45905046528745413,0.6699540721366085,-1.4274605536384262,-0.6385975187482261,No,False,True,True,True,False,True,False,True,False,False,False,False,False,3,-0.7779014368194771,0.3614294212334018
6e6d4abf-3023-494b-ac5e-0ba6d7946c3e,-0.18386974984730936,0.32853717150197637,0.18016287920395943,0.3921950396597401,No,False,True,True,True,False,True,True,False,False,True,True,True,False,3,0.10278667588198401,0.17638562412797937
f0ef8fe7-0c55-4762-a425-a875a43a6510,-1.0094118961677438,-0.9395827451409429,-0.03171229737620787,-0.7367340354192023,No,False,False,True,True,False,False,False,False,True,False,False,False,True,2,-0.02196907658855116,-0.7655411035490888
d9977113-c701-4577-8c53-d583f0e6699f,1.6048049005136318,1.0601448157190452,-0.31749741927503805,0.5301394944024022,No,False,False,True,False,False,False,False,True,False,False,False,True,False,1,-0.5177043511790462,1.7220791731611218
c38f2f8e-d4f2-4740-b4da-11b6e227f588,0.5728772176130889,-1.6711903893580116,-1.5480158866693121,-1.3272876165746197,No,False,True,True,False,False,False,True,False,False,True,False,True,False,2,-1.2679610039168954,-1.360324737102232
fc96c96f-28a1-4cd7-947a-9be368c09037,0.43528685989301646,-1.5736427034624028,1.2221288638741776,-1.1243160809562371,Yes,True,True,True,True,False,False,False,True,False,False,False,True,False,3,0.6735963803137444,-0.8545726740308027
c47beed8-b2a6-446f-90d4-162987682b2d,0.43528685989301646,0.13344179971075792,0.971492027082445,0.7209164571712389,No,True,True,True,True,False,True,True,False,False,False,True,True,True,3,0.5362925327470883,0.07064631149630936
8eae3498-8b5f-40e0-b8c1-4c4b7e65e075,1.673600079373668,-1.4760950175667935,0.4143752837026559,-1.0966016263431106,Yes,True,True,True,False,True,False,False,True,False,True,True,True,False,2,0.34459440636463157,-1.2017157681547272
3e27815b-03e9-41e9-b061-29ee52e5362c,1.1232386484933785,1.5966570881448956,0.21465418701933542,1.4809224600915751,No,False,False,True,True,False,False,False,True,False,True,True,True,False,2,0.1804776187095983,1.2963754927684754
355e2850-cc22-4abf-a97b-72bb9f8ee89a,0.7104675753331612,1.5966570881448956,0.6177097554904444,1.9203740041932802,No,True,True,True,True,True,False,False,True,False,False,False,False,True,3,0.342483563114993,0.8636911562338342
d124dbf0-0385-492a-9b9a-60ecabf5b6b0,-1.0094118961677438,-0.7932612162975292,-1.191934194556287,-0.993229743317879,No,True,True,True,False,False,True,True,False,False,True,True,False,False,2,-0.9753580469793034,-0.6465843768384602
952a6102-9a1a-44c8-be8b-fc98580249d8,-1.6285685059080697,1.3527878734058725,1.3985272667013868,2.495679048792503,No,True,True,False,False,False,False,True,False,False,False,False,False,False,1,2.3025130787877095,2.1979060800036363
567d4feb-106c-4fad-a5f3-cb2e6aa5f78d,-1.766158863628142,-0.9883565880887474,-0.7297506698302474,-0.9528471918658483,No,True,False,True,False,True,False,False,False,True,True,False,True,True,1,-1.195225958110187,-1.6087091747364815
db104cf7-af8c-4d21-b3b6-8c92cc8c0a8a,0.43528685989301646,0.718727915084413,0.4915701154799264,0.9648291961392105,No,True,True,True,True,True,False,False,True,False,True,False,False,False,3,0.2733817577865581,0.3878642493913193
57fe91d4-d833-4809-a088-e3ca3834e0ed,0.9168531119132698,0.03589411381514878,0.32831125848714643,0.23147886947377203,No,False,True,True,True,False,False,False,False,True,True,True,True,True,3,0.18394530661928676,0.017776655180474416
e70c649b-d138-4513-8949-0fe76d27cbc2,-1.1470022538878162,1.5966570881448956,0.426200874953642,1.7056016123007731,No,True,False,False,True,False,False,True,False,False,False,True,False,False,1,0.7045338305676483,2.594428502372399
e1f287de-a8f6-486f-9780-4b7bd3e364bb,1.1232386484933785,0.27976332855417174,1.2224573525200382,1.0528674147000476,No,False,True,True,True,True,False,False,False,False,True,True,False,False,3,0.6737763329317871,0.14995079597006186
6afbf172-3476-4878-95ea-4714e0e520ae,1.1920338273534146,1.0113709727712406,-0.6929599414938461,0.13132588547732563,No,False,True,True,False,False,False,False,False,False,True,True,False,False,2,-0.5653360067687845,0.8205485859259605
5db0498a-a2b6-4201-b694-1b468efabc48,0.16010614445287163,1.4503355593014815,0.7950936242552358,1.965784422723331,No,False,False,False,True,False,False,False,False,True,False,True,True,False,1,1.3107942007538405,2.356515048951141
6a958942-8653-4575-8289-3b81c97b2701,-0.9406167173077076,-1.3297734887233799,0.3007182122348454,-0.9808436326748847,Yes,False,True,False,False,True,False,False,False,True,True,True,True,False,1,0.4983081302906002,-2.163840566052749
2021e216-2a0a-4089-9fe1-236c167b6a5e,-1.0094118961677438,1.3527878734058725,-1.414977985095719,-0.4186695679154003,No,False,True,False,True,True,False,False,False,True,True,False,True,False,2,-1.1586397884558948,1.098114281584094
3c7b981c-38b5-4d86-b9a3-7dbed83707b0,0.2976965021729441,-0.69571353040192,-0.30435787344060916,-0.6371716262858882,No,True,True,True,True,False,False,False,False,False,True,True,True,False,3,-0.16264343573114537,-0.3787457671882879
4410b7fc-62ef-4aac-9b9d-f29ee9d5126c,1.329624185073487,-0.11042741502826493,1.0877770077171411,0.5174288336093981,No,True,True,True,False,False,False,True,False,False,True,True,True,True,2,0.8979487068462404,-0.09145298552219285
d599fff5-866d-4126-8b13-6d3ab230b17b,-1.6973636847681055,0.9138232868756314,-0.6292331441968656,0.15020299912051474,No,False,True,True,True,False,False,False,False,True,False,True,True,True,3,-0.34061657497547415,0.4936035620229893
b5c54e28-f2e0-45c0-95b2-4e171c14af11,1.673600079373668,-0.3542966297672879,-0.08065710560945567,-0.30882796386702377,No,False,False,False,True,False,False,False,True,False,True,True,True,False,1,-0.12846683835247066,-0.5777508765776996
84f91f65-abdc-4671-b716-d5105dab9b3d,1.6048049005136318,0.08466795676295338,-0.05996232092023017,0.03363629032439553,No,False,True,True,True,False,False,False,True,False,True,True,False,True,3,-0.02875868790730248,0.044211483338391915
7eb9d2d2-f977-4e59-8c2b-44490cca72a3,0.5728772176130889,-0.8908089021931384,0.3651019868235472,-0.5754592133356766,No,True,True,True,True,False,False,False,True,False,False,True,False,False,3,0.20409999984008012,-0.48448507981995786
accd894d-eb99-4d2c-9bb3-3c68a47e4530,-0.2526649287073455,1.6942047740405046,1.2388817848130746,2.5950206574139254,No,False,True,False,True,False,False,True,False,False,False,False,False,False,2,1.0221160132957723,1.3756799772422277
4eb7bdd5-e8de-4ebc-90b9-444006b63552,-0.6654360018675628,1.401561716353677,-1.095030044027373,-0.07092738341562596,No,True,True,False,True,False,False,False,True,False,False,True,True,True,2,-0.8957290134953645,1.1377665238209702
6bb52b28-7256-4565-81fa-a6a31998930f,-0.04627939212723686,-1.7199642323058164,-0.007404137582514373,-1.3200411033891566,Yes,False,False,False,False,False,False,True,False,False,False,False,True,True,0,0.004089864910237158,-0.001677516835448379
5be67eb2-b178-4eb6-a862-9bcfe02f4800,-1.2845926116078883,-1.5736427034624028,-0.27118052020867606,-1.2182174841942992,No,True,True,False,False,False,False,False,False,False,False,True,False,False,1,-0.44158439374694225,-2.5603629884215118
14ef5a82-ff9f-457d-8f53-2c1112ad5343,0.16010614445287163,-1.5736427034624028,-0.6929599414938461,-1.2487624417550516,No,False,True,False,True,False,False,False,False,False,False,False,False,False,2,-0.5653360067687845,-1.28102025262848
f903decb-17a8-4de0-992f-c5aaa4574779,-0.04627939212723686,-0.45184431566289707,1.3558237427394924,0.24161441104374834,No,True,False,True,True,False,False,True,False,False,False,False,True,True,2,1.1182107113306272,-0.3690186811803265
c306b8b5-9157-4b8d-a9f2-fa88bfe6ae93,0.022515786732799237,0.32853717150197637,-1.6380217756351507,-0.890389909718893,No,False,True,False,False,False,True,False,False,False,False,False,False,False,1,-2.6879329247752093,0.5325119060548349
cfc434ce-f514-479c-b213-ad7a6dbca835,-0.04627939212723686,1.1089186586668496,-1.2638732079997854,-0.35247197830193927,No,True,True,False,True,False,False,True,False,False,False,False,True,False,2,-1.0344724820063629,0.8998530703997129
2bc11845-5af0-4ee8-8cd8-43ebc9fea46a,0.5040820387530526,-0.20797510092387414,3.327905328164353,0.22880266085975753,No,True,True,True,False,True,False,False,True,False,True,True,True,False,2,2.738729024960549,-0.17075746999594535
b2bcf17c-c57f-452a-9f17-c45a7802788e,1.673600079373668,-0.15920125797606954,-0.7997187513985816,-0.5468455951921954,No,True,False,True,False,False,True,False,False,False,False,True,False,False,1,-1.3102156810395356,-0.2605329386826898
28e24226-35c0-4b46-88c3-6008ffd51896,0.985648290773306,-0.40307047271509244,0.7106720422690294,0.021202295233039032,No,True,True,False,True,False,False,False,False,False,False,True,True,True,2,0.5880702985765393,-0.32936643894345025
fcd2c522-1f64-42a0-9841-7aaf78a66fc8,-1.3533877904679248,0.9138232868756314,1.06905315490308,1.666958862472565,No,True,False,True,False,False,True,False,True,False,False,True,False,False,1,1.761035651096925,1.4841657197398646
ef2b99de-0b13-4aba-aee6-988cc14b833f,-1.5597733270480334,1.1576925016146542,-0.8286257522343254,0.09052833547282314,No,True,False,False,False,False,False,False,False,False,True,True,True,True,0,0.004089864910237158,-0.001677516835448379
002e5560-715b-4aeb-b999-a5ab0d99f068,1.6048049005136318,1.6454309310927,-1.034588133189,0.09763651580746265,No,True,True,True,False,False,False,False,False,False,True,False,True,True,2,-0.8460620909155518,1.3360277350053515
5ff20654-8e41-4a6f-9b1e-3c3ebb4dc5de,1.2608290062134508,1.2552401875102634,-1.1876638421600973,-0.21892757231432716,No,False,False,True,True,False,False,True,False,False,True,True,False,True,2,-0.9718489709274687,1.0188097971103416
2f5b1eeb-a43b-43f6-98c5-2d730c99cd83,-1.07820707502778,-0.11042741502826493,-1.0076520642284206,-0.6312978006201383,No,False,False,True,True,False,False,False,True,False,False,True,True,True,2,-0.8239279188962876,-0.09145298552219285
4bb5c079-5b00-4531-84c8-b2973e892c35,0.022515786732799237,0.962597129823436,-0.7872361828558742,0.03422686518752803,No,False,False,True,False,False,False,False,False,False,True,True,False,False,1,-1.2897010825826567,1.563470204213617
de5fb52b-c20d-4ee5-837a-828fb61ee821,0.641672396473125,-1.1346781169321614,1.1886230219963838,-0.6238384676641769,No,False,False,True,True,False,False,False,True,False,True,False,True,True,2,0.9808168874549499,-0.9241500724965936
0fe5746e-2b6e-4d96-95f8-b1f54d3f26d4,-0.11507457098727306,0.962597129823436,0.8644047285318487,1.5261147383568652,No,False,False,True,False,True,False,False,False,False,True,False,False,False,1,1.4247042079749326,1.563470204213617
d594d683-99da-47e7-98cc-076641f493ef,-0.39025528642741786,-0.8908089021931384,-1.6590450489702369,-1.173371038056069,No,True,True,True,True,False,True,False,False,True,True,False,True,False,3,-0.9047680325396508,-0.48448507981995786
31e55ecb-5e8b-4144-acc4-a6d752168693,0.641672396473125,0.8650494439278268,1.2063614088728627,1.7262664120161468,No,True,False,True,True,False,False,False,False,True,False,True,False,False,2,0.9953930495164164,0.7015918592153318
0956fd63-7319-44ad-b0f1-96a419af8bc3,-1.1470022538878162,0.32853717150197637,-1.4061087916574795,-0.7195648004342612,No,True,False,True,False,False,False,False,False,True,False,True,False,False,1,-2.3067932797605604,0.5325119060548349
54e3ae0d-b48d-41b6-bde1-b6f8d789d1ca,0.7104675753331612,0.13344179971075792,0.4876282517295976,0.4179302704072333,No,True,False,True,False,False,False,False,True,False,True,False,True,False,1,0.8054872492896591,0.21529396815982488
77bf84e9-ac8b-4836-8fce-36cd1bd43db1,-1.2157974327478525,1.2064663445624588,-1.1672975461167325,-0.21379861584532087,No,True,True,False,False,False,False,False,True,False,False,True,True,True,1,-1.914316619809214,1.959992626582379
489faf9f-ff10-46de-8aee-f5584c4dbf23,-0.18386974984730936,0.27976332855417174,-1.4603094182244984,-0.766709700093872,No,False,True,True,False,True,False,False,True,False,True,False,False,False,2,-1.195889980390754,0.225764952372817
da7b6084-233e-4c1e-9749-b53cdc882d9e,0.5728772176130889,-0.8908089021931384,0.8308988866540549,-0.448847411372043,No,False,True,True,True,False,False,False,False,False,True,True,False,True,3,0.4592728122247701,-0.48448507981995786
1245c13d-48f3-4f7a-9a54-9e2c7da8d8de,1.5360097216535955,-0.6469396874541155,-0.13025889113442518,-0.5421050348043485,No,False,True,True,True,False,False,True,False,False,False,True,False,False,3,-0.06726854816846158,-0.3523109390303704
ccd24a8a-bd21-45d0-bc0d-f64f80e33355,0.5728772176130889,0.8650494439278268,0.30301763275587024,0.9374818556301933,No,False,True,True,False,True,False,False,True,False,False,False,False,True,2,0.2530885000898679,0.7015918592153318
97bbd1f2-4fd1-4ad2-b770-d45c022d150d,1.4672145427935597,-0.30552278681948325,-0.2675671451042081,-0.362884185573563,No,True,True,True,True,False,True,False,True,False,False,False,False,False,3,-0.14248874251035187,-0.167267141924948
bc72a006-56cc-4353-830d-913d5940406f,0.641672396473125,1.0601448157190452,-1.4442134745773234,-0.5405780529510239,No,True,False,True,False,False,False,False,False,True,True,False,True,True,1,-2.3694167908394546,1.7220791731611218
58c81590-808f-463a-bcbd-4b7d05376f7a,-0.5966408230075265,1.547883245197091,0.7645441801901882,2.046379269810994,No,True,True,False,True,False,False,False,False,False,False,True,False,True,2,0.632338642615068,1.256723250531599
7460bdc8-6b7b-44b2-91c3-2e30fad1abb8,1.5360097216535955,1.4991094022492863,1.029963006045654,2.2735962977833832,No,False,True,False,True,False,False,False,True,False,True,False,False,False,2,0.8504412156829416,1.217071008294723
8f9b4b2b-3f2a-4386-b456-ea5cbd900050,0.8480579330532336,1.6942047740405046,-1.5289635452093902,-0.4604886528182939,No,True,True,False,True,False,False,False,True,False,True,True,False,False,2,-1.2523051261471718,1.3756799772422277
ba170c7a-63bb-40e0-9edc-427ee9ecd3ce,0.36649168103298024,-0.8908089021931384,-0.43082600209698807,-0.8092736541935092,No,False,False,True,True,False,False,False,True,False,True,True,True,True,2,-0.34993272297155337,-0.7258888613122126
2cf44979-b8c1-4108-8e19-5b458a462fb3,-0.18386974984730936,-1.4273211746189889,0.16570937878608763,-1.0799431588073651,Yes,True,True,True,False,False,False,False,True,False,False,True,False,False,2,0.14025820857703272,-1.1620635259178511
9b17906c-06b4-48ce-be8b-6b829499055c,-0.2526649287073455,0.18221564265856252,0.3230554401533744,0.3627886678711532,No,True,False,True,False,False,True,False,True,False,True,False,False,True,1,0.5350184643713308,0.29459845263357737
f518e9aa-e2b7-4a63-a5ed-2f9243c25a15,0.36649168103298024,1.6454309310927,0.23436350577097873,1.5401714841982705,No,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.004089864910237158,-0.001677516835448379
89130f08-d600-40ea-bceb-1930caa66203,0.7104675753331612,1.401561716353677,0.6111399825732302,1.7255907092448155,No,True,True,False,True,False,False,False,False,False,False,True,False,False,2,0.5062818336760871,1.1377665238209702
de7b7545-38c8-467c-aa35-1fe3fea3be42,-1.0094118961677438,1.547883245197091,1.5108703835857547,2.5950206574139254,No,True,True,True,True,False,False,False,False,False,True,False,False,True,3,0.8317747315733655,0.8372563280759167
4c1759f1-77f9-4db9-95cc-dd81c9d74b67,1.5360097216535955,0.6211802291888039,-0.3818811938637401,0.17789085126232884,No,False,True,True,True,False,False,False,True,False,True,True,False,False,3,-0.20511225358924604,0.3349945930754843
f4b7b6ff-7af9-4eda-ab8c-707f6a57bdbe,-0.9406167173077076,0.7675017580322177,0.16340995826506233,0.7443266319260393,No,True,True,True,True,True,False,False,False,False,True,True,False,True,3,0.09360909236180116,0.4142990775492368
3c0ab075-f626-41ff-b4cd-ee056fc18dba,-0.2526649287073455,-0.3542966297672879,0.6315062786165948,0.030130084605437833,No,False,False,False,True,False,False,False,False,True,True,False,True,True,1,1.0419449893978976,-0.5777508765776996
8ceec236-f666-4698-ac63-4d06cc558834,-0.11507457098727306,-0.7444873733497246,0.2810088934832016,-0.48285601069765327,No,True,False,False,True,False,False,True,False,False,False,False,False,False,1,0.46591665904289575,-1.2121867523677194
6d2f59c8-2aab-4885-9cd1-3251f46a91ec,0.5728772176130889,-1.3297734887233799,-0.39436376240644766,-1.0810338601311684,No,True,False,True,True,False,False,False,True,False,False,False,False,False,2,-0.3199706120674272,-1.0827590414440986
f8505475-40aa-44ca-82f0-310cd49b20f5,0.985648290773306,0.5236325432931948,0.38513979422105143,0.699921786811593,No,True,True,False,True,False,False,False,False,False,True,False,True,False,2,0.32057073185591783,0.4240261635571982
c26c7c60-c6f7-481c-9b7c-dd446321c3bb,0.22890132331290783,0.27976332855417174,0.47054684214484,0.5330232022926527,No,True,False,True,True,False,False,False,False,False,True,True,False,True,2,0.39075225289260984,0.225764952372817
70537406-a960-42fb-8dad-0ccfc60f71c9,-0.6654360018675628,0.718727915084413,0.25670073368950824,0.7598518341838822,No,True,False,False,True,False,False,False,True,False,False,False,True,False,1,0.42596717783739463,1.1669477818448546
1455aa8a-213a-41a5-9c61-445c7236b25b,1.5360097216535955,0.962597129823436,-0.991227631935384,-0.15056454153604726,No,True,True,False,True,False,False,True,False,False,False,False,True,False,2,-0.8104314725430776,0.7808963436890843
fd5beb88-a6a4-4039-9c78-afe9139dfbfa,-0.45905046528745413,0.718727915084413,-0.0028052965404642733,0.5506925637382646,No,True,False,False,True,False,False,False,False,True,False,True,False,False,1,-0.0005205269240406412,1.1669477818448546
763e4e08-11a0-4e2c-b88e-c16a866303d0,1.4672145427935597,1.6454309310927,1.2401957393965173,2.5950206574139254,No,True,True,True,False,False,False,False,True,False,True,False,False,True,2,1.023195729004029,1.3360277350053515
adf7ede0-57b5-4987-b8e7-4df04957193b,-0.11507457098727306,-0.7932612162975292,1.1882945333505228,-0.22358300479397497,No,False,True,True,True,True,False,False,True,False,True,False,False,False,3,0.6550612606553359,-0.4316154235041229
0bf00463-2b27-43cc-9eb4-41cdfe283e35,-0.32146010756738164,-0.45184431566289707,0.8013349085265895,0.002612488280022433,No,False,True,True,False,True,False,False,True,False,False,True,False,False,2,0.6625706824462585,-0.3690186811803265
dfdb206c-ffe6-48aa-b335-80255e0b9d77,-0.9406167173077076,0.08466795676295338,0.6252649943452412,0.44036679471200463,No,True,True,True,True,True,False,False,False,True,False,False,True,False,3,0.3466224733299775,0.044211483338391915
677dbbd5-fe36-46ff-b6ed-ddd9557ce4bb,-0.5278456441474904,1.401561716353677,-1.1613847504912396,-0.13239505362976456,No,True,True,False,False,False,True,False,True,False,True,True,True,True,1,-1.904599178434903,2.2772105644773886
a39b2672-2143-4f7f-9893-aafe02e71a90,1.5360097216535955,0.8650494439278268,-0.15555251686570087,0.5356302444812552,No,False,False,True,True,False,False,False,False,True,True,False,False,False,2,-0.12373228209175423,0.7015918592153318
69c65fe5-d83c-4c67-a030-b71c97b815c5,0.641672396473125,-0.5981658445063108,-1.300335447690326,-0.9659834921998487,No,True,True,True,False,False,True,False,True,False,True,True,False,False,2,-1.0644345929104893,-0.48797540789095517
de93d774-23d7-4e49-a11d-74afb9664b15,-1.0094118961677438,0.5236325432931948,1.0197798580239714,1.1784363997882403,No,True,True,False,True,False,False,False,False,False,True,False,True,False,2,0.8420734189439514,0.4240261635571982
2de48526-544b-409c-b352-d7726bee6442,0.985648290773306,1.6942047740405046,3.327905328164353,0.5025633726400996,No,False,False,True,False,False,False,False,False,True,False,False,False,False,1,5.473368185010861,2.7530374713199035
c469518e-7cdf-426c-9844-8a28fda27640,-0.5278456441474904,1.304014030458068,0.8542215805101661,1.8745805100763333,No,True,False,True,True,False,False,False,True,False,False,True,False,True,2,0.7060292397035945,1.058462039347218
d9fd6205-2756-4431-a92c-dcfb9f6b6366,0.022515786732799237,1.0113709727712406,1.0109106645857315,1.7142740179485743,No,True,True,True,True,False,False,False,False,False,True,True,False,True,3,0.5578868469122241,0.5464732183388242
f81f12a0-0ffd-4e83-9d2e-3e4e267ffb72,-1.2157974327478525,0.9138232868756314,1.266803319711236,1.8392630691621592,No,False,True,True,False,False,True,False,False,True,True,False,False,False,2,1.045059972096229,0.7412441014522081
6fd2a43c-3169-48b7-9acf-a79a1adb9cd4,-1.3533877904679248,1.1576925016146542,0.8111895679024111,1.691810891172491,No,True,True,True,True,False,False,False,True,False,False,False,True,True,3,0.44847565514220195,0.6257777028125767
21fa53eb-b93d-4ee1-80da-6c8b640700f6,0.09131096559283544,1.2552401875102634,0.19001753857978113,1.1606499874688543,No,True,True,False,False,False,False,False,True,False,True,False,True,False,1,0.3163760334493297,2.0392971110561313
2c290401-d082-4a7f-bc61-97fbd785d054,-0.8718215384476714,-0.30552278681948325,0.30006123494312364,-0.09058660971539587,No,False,False,True,True,False,False,False,True,False,False,True,False,False,2,0.25065913974629006,-0.25006195446969776
2ca8582b-d9e1-4166-9572-eb0b04885c57,0.2976965021729441,-0.69571353040192,-0.6118232459662473,2.5950206574139254,No,True,True,False,True,False,False,False,True,False,False,True,False,True,2,-0.4986635617839273,-0.5672798923647077
fa43c8ac-e46e-4ce6-9fdd-9ceec7f5987f,1.742395258233704,-0.3542966297672879,-1.0835329414222477,-0.7742222379924579,No,False,True,True,False,False,False,False,True,False,False,False,True,False,2,-0.8862815010481174,-0.289714196706574
1e71d1be-6a2f-4578-a714-f86518abd23c,-0.5278456441474904,0.23098948560636712,-1.2359516731016238,-0.6335430491988941,No,True,False,True,True,False,False,False,False,True,False,False,False,False,2,-1.011528523205906,0.18611271013594072
acd0c026-572a-426c-a92b-0fa30c3ba915,0.022515786732799237,0.27976332855417174,-1.0671085091292114,-0.5144171826625342,No,True,True,True,True,False,False,False,True,False,False,True,False,False,3,-0.580493414826526,0.14995079597006186
255908a5-b065-43fb-8653-587a8b6da619,-0.734231180727599,1.401561716353677,1.4031261077434372,2.561626575175628,No,False,True,True,False,False,True,False,True,False,False,False,True,False,2,1.1570804768278722,1.1377665238209702
161f2d36-92fd-4c24-90dd-01d75933fc8b,-1.4909781481879971,-0.2567489438716787,-1.1249225108006988,-0.7673268774283167,No,False,True,True,False,False,False,False,True,False,True,True,False,True,2,-0.9202925458582065,-0.2104097122328215
cfed3532-1e3c-4170-9830-7f5f60837b4f,0.5728772176130889,-0.30552278681948325,0.7123144854983333,0.11834387947693624,No,True,False,True,False,False,False,False,True,False,False,True,True,False,1,1.174750021513484,-0.4984463921039471
c926c42f-769a-4257-81fc-a3448f1908b8,-1.0094118961677438,-0.8908089021931384,-1.0585678043368327,-0.9901491771399179,No,False,True,True,True,True,False,False,True,False,True,False,True,False,3,-0.5758146467574132,-0.48448507981995786
91e78edd-d674-40cc-8e71-d3f16d44d380,-0.11507457098727306,-0.9395827451409429,1.538791918483916,-0.302581703602902,No,False,True,True,True,False,True,False,False,True,True,True,False,False,3,0.8470707041070032,-0.5109199079778753
ffcf0bc3-84bb-49f0-9ed0-d8b6b0e537db,1.742395258233704,0.08466795676295338,-0.4607184688703142,-0.20701498566069115,No,True,True,True,True,False,False,False,True,False,True,True,True,True,3,-0.24830088191951805,0.044211483338391915
a31afba2-f4f7-4680-9a43-d9d2a562721d,-0.39025528642741786,-1.0859042739843567,-0.3112561350036844,-0.903004801615173,No,True,True,True,True,False,False,True,False,False,False,False,True,True,3,-0.16642244071004417,-0.5902243924516277
9b9a4403-ee96-4180-85d0-3b4341b0dcfd,0.641672396473125,0.962597129823436,-0.33622127208909935,0.4415692264153192,No,True,False,False,False,False,True,False,True,False,True,True,False,False,0,0.004089864910237158,-0.001677516835448379
c57a6cf4-4234-4949-af3f-d1503473073a,-0.2526649287073455,-0.69571353040192,1.0171519488570857,-0.17185183908012827,No,False,True,False,True,False,False,False,False,True,False,False,False,True,2,0.8399139875274378,-0.5672798923647077
d2125509-7862-4a97-999e-46aa915e6da2,-0.734231180727599,1.4991094022492863,-0.9478671306817684,0.13036287601582133,No,False,True,True,True,False,False,False,False,False,False,False,False,False,3,-0.5151706144769898,0.8108214999179991
c5cb23b6-a513-4011-b950-2ab6007ce07e,0.8480579330532336,0.962597129823436,1.0647828025068902,1.7090918565369435,No,False,False,True,True,False,False,False,False,True,True,False,True,True,2,0.8790536819517463,0.7808963436890843
a77d1c0e-3d8a-47d0-8214-1a021f8c06fd,1.2608290062134508,-0.8420350592453337,0.4935410473550904,-0.4982269186218848,No,False,True,False,False,False,True,False,False,False,False,True,True,True,1,0.8152046906639698,-1.3707957213152242
0be5f1df-39b7-4c64-a099-14e6c5e9c303,1.0544434696333422,1.0113709727712406,-0.941297357764554,-0.07954658412080245,No,True,True,True,False,False,True,False,False,False,False,True,False,True,2,-0.7694022756293194,0.8205485859259605
10d1751c-1e72-4a7a-a223-495cd89ef9db,0.8480579330532336,0.37731101444978093,-1.4501262702028164,-0.7420385681988697,No,False,True,False,False,False,True,False,False,True,False,False,True,True,1,-2.3791342322137656,0.6118163905285873
04adc7c7-8a64-43f3-9167-3d1c8916bca3,-0.8718215384476714,-0.06165357208046033,0.8808291608248848,0.452098484560717,No,True,False,True,True,False,False,False,False,True,True,True,False,False,2,0.7278934827957947,-0.0518007432853166
7cefca99-52d2-434c-837c-d95a47633969,0.2976965021729441,-1.7199642323058164,-0.9455677101607436,-1.3391150753200565,No,False,True,False,False,False,False,True,False,False,False,False,False,False,1,-1.5499125682725452,-2.798276441842769
fa4bbef0-992f-4636-a1a9-d1b9730ef64c,-1.4909781481879971,0.7675017580322177,1.2556347057519712,1.6600262584485863,No,True,True,True,False,False,False,False,False,False,False,False,False,True,2,1.0358823885760462,0.6222873747415794
